"","fips","county","state","cc_lon","cc_lat","rMapState","rMapCounty","era5_lat","era5_lon","distance"
"454",13197,"Marion County","GA",-84.5339069652143,32.3456307170042,"georgia","marion",32.3,-84.5,5.99807446988331
"455",13199,"Meriwether County","GA",-84.6997758632034,33.0353327087655,"georgia","meriwether",33,-84.7,3.93328101499858
"456",13201,"Miller County","GA",-84.7424327649611,31.1538807664563,"georgia","miller",31.2,-84.7,6.53313495281602
"457",13205,"Mitchell County","GA",-84.2132028085114,31.2121887678997,"georgia","mitchell",31.2,-84.2,1.84881513241054
"458",13207,"Monroe County","GA",-83.9338455983515,33.0155033309577,"georgia","monroe",33,-83.9,3.60067862073538
"459",13209,"Montgomery County","GA",-82.5407902509955,32.1719083769649,"georgia","montgomery",32.2,-82.5,4.95457270828714
"460",13211,"Morgan County","GA",-83.4973928415298,33.587221600793,"georgia","morgan",33.6,-83.5,1.44271457355741
"461",13213,"Murray County","GA",-84.7631896075343,34.7801809866319,"georgia","murray",34.8,-84.8,4.02299087141721
"462",13215,"Muscogee County","GA",-84.8771519554467,32.5036975674402,"georgia","muscogee",32.5,-84.9,2.18363707441442
"463",13217,"Newton County","GA",-83.8564565108051,33.5556568899289,"georgia","newton",33.6,-83.9,6.37722989878597
"464",13219,"Oconee County","GA",-83.4443636848111,33.8301617559013,"georgia","oconee",33.8,-83.4,5.30229101352376
"465",13221,"Oglethorpe County","GA",-83.0917286929108,33.8772870501611,"georgia","oglethorpe",33.9,-83.1,2.64172602524441
"466",13223,"Paulding County","GA",-84.8776756785393,33.9109338412444,"georgia","paulding",33.9,-84.9,2.39433893188235
"467",13225,"Peach County","GA",-83.833660181432,32.5742911876978,"georgia","peach",32.6,-83.8,4.26195788343037
"468",13227,"Pickens County","GA",-84.4788051303947,34.456893090272,"georgia","pickens",34.5,-84.5,5.17781415407405
"469",13229,"Pierce County","GA",-82.2379519625521,31.353853449918,"georgia","pierce",31.4,-82.2,6.27616468987658
"470",13231,"Pike County","GA",-84.4051940564273,33.0798891407889,"georgia","pike",33.1,-84.4,2.29049618890844
"471",13233,"Polk County","GA",-85.1954557557093,33.9967652609194,"georgia","polk",34,-85.2,0.553621217309948
"472",13235,"Pulaski County","GA",-83.5173620667668,32.2279971288235,"georgia","pulaski",32.2,-83.5,3.51948326763527
"473",13237,"Putnam County","GA",-83.3775442952066,33.3215393709803,"georgia","putnam",33.3,-83.4,3.17984456149809
"474",13239,"Quitman County","GA",-85.0280754174457,31.8547055503822,"georgia","quitman",31.9,-85,5.69793839905386
"475",13241,"Rabun County","GA",-83.4143796656671,34.8788536974883,"georgia","rabun",34.9,-83.4,2.69584331902578
"476",13243,"Randolph County","GA",-84.7604237926954,31.7527107763644,"georgia","randolph",31.8,-84.8,6.45981920191151
"477",13245,"Richmond County","GA",-82.083290352771,33.3600063392566,"georgia","richmond",33.4,-82.1,4.71559876249641
"478",13247,"Rockdale County","GA",-84.0348969385313,33.6497302162164,"georgia","rockdale",33.6,-84,6.41186202258999
"479",13249,"Schley County","GA",-84.3391409892723,32.2546223439386,"georgia","schley",32.3,-84.3,6.25261860141036
"480",13251,"Screven County","GA",-81.617148725946,32.7569124294856,"georgia","screven",32.8,-81.6,5.05763997065864
"481",13253,"Seminole County","GA",-84.8801939466803,30.9336562080653,"georgia","seminole",30.9,-84.9,4.19677794327609
"482",13255,"Spalding County","GA",-84.2964564505487,33.253866860313,"georgia","spalding",33.3,-84.3,5.14593809834144
"483",13257,"Stephens County","GA",-83.2941230054986,34.5544017089124,"georgia","stephens",34.6,-83.3,5.10419316781286
"484",13259,"Stewart County","GA",-84.8507032287613,32.0705958040404,"georgia","stewart",32.1,-84.9,5.68555544986573
"485",13261,"Sumter County","GA",-84.2260813020494,32.0393234002906,"georgia","sumter",32,-84.2,5.02157891384964
"486",13263,"Talbot County","GA",-84.5412369850231,32.6975297960592,"georgia","talbot",32.7,-84.5,3.87277274775329
"487",13265,"Taliaferro County","GA",-82.8866807790021,33.5628863707954,"georgia","taliaferro",33.6,-82.9,4.31184824441205
"488",13267,"Tattnall County","GA",-82.0705640807405,32.0455077201734,"georgia","tattnall",32,-82.1,5.77796053826556
"489",13269,"Taylor County","GA",-84.2486932855649,32.5511761322016,"georgia","taylor",32.6,-84.2,7.09872765002622
"490",13271,"Telfair County","GA",-82.9638437130216,31.9214148487103,"georgia","telfair",31.9,-83,4.16611111157756
"491",13273,"Terrell County","GA",-84.4516945852268,31.7699056487172,"georgia","terrell",31.8,-84.5,5.66706755994363
"492",13275,"Thomas County","GA",-83.9364139790124,30.8587938154396,"georgia","thomas",30.9,-83.9,5.7574356257892
"493",13277,"Tift County","GA",-83.5499714331638,31.4515577807189,"georgia","tift",31.5,-83.5,7.18248041286934
"494",13279,"Toombs County","GA",-82.3476801443993,32.1045070178064,"georgia","toombs",32.1,-82.3,4.52525207053714
"495",13281,"Towns County","GA",-83.7498810428765,34.9076101146347,"georgia","towns",34.9,-83.7,4.63087359004647
"496",13283,"Treutlen County","GA",-82.5716311426541,32.3976041747971,"georgia","treutlen",32.4,-82.6,2.68032124355668
"497",13285,"Troup County","GA",-85.0345028250735,33.0241312852128,"georgia","troup",33,-85,4.1939699192558
"498",13287,"Turner County","GA",-83.6565018256506,31.7158831756687,"georgia","turner",31.7,-83.7,4.48388397517366
"499",13289,"Twiggs County","GA",-83.452031972079,32.6732774428534,"georgia","twiggs",32.7,-83.5,5.38952626137734
"500",13291,"Union County","GA",-84.0030220991238,34.8287900152849,"georgia","union",34.8,-84,3.21685414476644
"501",13293,"Upson County","GA",-84.3083178159847,32.8775929898152,"georgia","upson",32.9,-84.3,2.61321558726239
"502",13295,"Walker County","GA",-85.2984114908799,34.7231585263038,"georgia","walker",34.7,-85.3,2.5819427755426
"503",13297,"Walton County","GA",-83.7388831923821,33.7748197953422,"georgia","walton",33.8,-83.7,4.55958674077107
"504",13299,"Ware County","GA",-82.4573893413491,31.0302615642261,"georgia","ware",31,-82.5,5.27961386768992
"505",13301,"Warren County","GA",-82.6884595736745,33.4074037467511,"georgia","warren",33.4,-82.7,1.35336766774395
"506",13303,"Washington County","GA",-82.811653639701,32.9732772895956,"georgia","washington",33,-82.8,3.16792471127477
"507",13305,"Wayne County","GA",-81.9308399621337,31.5523482303945,"georgia","wayne",31.6,-81.9,6.05778618424706
"508",13307,"Webster County","GA",-84.5743221322365,32.0390762451255,"georgia","webster",32,-84.6,4.97981893432592
"509",13309,"Wheeler County","GA",-82.7455170782033,32.1115374642311,"georgia","wheeler",32.1,-82.7,4.47903247830662
"510",13311,"White County","GA",-83.7517318127185,34.6415760685497,"georgia","white",34.6,-83.8,6.40032296287013
"511",13313,"Whitfield County","GA",-84.9716047609595,34.7969896548028,"georgia","whitfield",34.8,-85,2.61718549958491
"512",13315,"Wilcox County","GA",-83.4709037963147,31.9694599946586,"georgia","wilcox",32,-83.5,4.37097267181399
"513",13317,"Wilkes County","GA",-82.7555577318702,33.7837747199547,"georgia","wilkes",33.8,-82.8,4.48968320218701
"514",13319,"Wilkinson County","GA",-83.1949913300053,32.8010533614078,"georgia","wilkinson",32.8,-83.2,0.484240906671122
"515",13321,"Worth County","GA",-83.877706928371,31.5463399431313,"georgia","worth",31.5,-83.9,5.57522454153521
"516",16001,"Ada County","ID",-116.235128989969,43.4466390592989,"idaho","ada",43.4,-116.2,5.91790275551869
"517",16003,"Adams County","ID",-116.444456051728,44.8928969253046,"idaho","adams",44.9,-116.4,3.5942403068688
"518",16005,"Bannock County","ID",-112.207724381465,42.6631692181518,"idaho","bannock",42.7,-112.2,4.14854885271471
"519",16007,"Bear Lake County","ID",-111.338147177102,42.2869274633115,"idaho","bear lake",42.3,-111.3,3.46163566797809
"520",16009,"Benewah County","ID",-116.64060205376,47.2049716813849,"idaho","benewah",47.2,-116.6,3.11980022204669
"521",16011,"Bingham County","ID",-112.406568637581,43.2145345007032,"idaho","bingham",43.2,-112.4,1.70356941987971
"522",16013,"Blaine County","ID",-113.982493874546,43.408616938898,"idaho","blaine",43.4,-114,1.71007968903959
"523",16015,"Boise County","ID",-115.718595288796,43.9838881436044,"idaho","boise",44,-115.7,2.33140725604832
"524",16017,"Bonner County","ID",-116.597887517172,48.2908136008189,"idaho","bonner",48.3,-116.6,1.03450809889327
"525",16019,"Bonneville County","ID",-111.63454569184,43.3871466640381,"idaho","bonneville",43.4,-111.6,3.13907084360683
"526",16021,"Boundary County","ID",-116.450215710223,48.757583127152,"idaho","boundary",48.8,-116.5,5.96923319770418
"527",16023,"Butte County","ID",-113.168739715422,43.7218230545827,"idaho","butte",43.7,-113.2,3.49673277978972
"528",16025,"Camas County","ID",-114.806880609225,43.4561228592102,"idaho","camas",43.5,-114.8,4.91587391923632
"529",16027,"Canyon County","ID",-116.706674679491,43.6199355600758,"idaho","canyon",43.6,-116.7,2.28371834066647
"530",16029,"Caribou County","ID",-111.562417991327,42.7786471289843,"idaho","caribou",42.8,-111.6,3.8831278586281
"531",16031,"Cassia County","ID",-113.618085240918,42.2888650253844,"idaho","cassia",42.3,-113.6,1.93711840203737
"532",16033,"Clark County","ID",-112.349108586978,44.2861715846117,"idaho","clark",44.3,-112.3,4.20461974565212
"533",16035,"Clearwater County","ID",-115.623795517511,46.6620045588849,"idaho","clearwater",46.7,-115.6,4.60341439801346
"534",16037,"Custer County","ID",-114.27579862463,44.2409784759119,"idaho","custer",44.2,-114.3,4.95349173525444
"535",16039,"Elmore County","ID",-115.466396424406,43.355139584582,"idaho","elmore",43.4,-115.5,5.68618387619921
"536",16041,"Franklin County","ID",-111.819726329649,42.1800465270181,"idaho","franklin",42.2,-111.8,2.75326887725423
"537",16043,"Fremont County","ID",-111.487363665581,44.2314091925945,"idaho","fremont",44.2,-111.5,3.63882521345859
"538",16045,"Gem County","ID",-116.381521986421,44.0650025864299,"idaho","gem",44.1,-116.4,4.16635540342689
"539",16047,"Gooding County","ID",-114.816473695959,42.9720976873395,"idaho","gooding",43,-114.8,3.38328454727297
"540",16049,"Idaho County","ID",-115.460332249638,45.8317211441814,"idaho","idaho",45.8,-115.5,4.68421164787706
"541",16051,"Jefferson County","ID",-112.313136614161,43.8207137904923,"idaho","jefferson",43.8,-112.3,2.5358335046823
"542",16053,"Jerome County","ID",-114.277652841463,42.692177243864,"idaho","jerome",42.7,-114.3,2.02539793534719
"543",16055,"Kootenai County","ID",-116.685073855393,47.6590700914002,"idaho","kootenai",47.7,-116.7,4.69165036501178
"544",16057,"Latah County","ID",-116.695393548784,46.8056757964305,"idaho","latah",46.8,-116.7,0.72274230773237
"545",16059,"Lemhi County","ID",-113.927660858582,44.9453109505748,"idaho","lemhi",44.9,-113.9,5.49506606099795
"546",16061,"Lewis County","ID",-116.413719009815,46.2297084698615,"idaho","lewis",46.2,-116.4,3.47192655768036
"547",16063,"Lincoln County","ID",-114.14297598751,43.0003296383446,"idaho","lincoln",43,-114.1,3.49852979486592
"548",16065,"Madison County","ID",-111.659485191576,43.7789849138237,"idaho","madison",43.8,-111.7,4.00884173289055
"549",16067,"Minidoka County","ID",-113.64091644672,42.8573982304472,"idaho","minidoka",42.9,-113.6,5.79906917307578
"550",16069,"Nez Perce County","ID",-116.733199072243,46.319062504209,"idaho","nez perce",46.3,-116.7,3.31988207254588
"551",16071,"Oneida County","ID",-112.550196642879,42.1971324913515,"idaho","oneida",42.2,-112.6,4.12007049225564
"552",16073,"Owyhee County","ID",-116.177049797487,42.5887106262708,"idaho","owyhee",42.6,-116.2,2.26168843312953
"553",16075,"Payette County","ID",-116.75184549523,44.0031958885425,"idaho","payette",44,-116.8,3.87256292217709
"554",16077,"Power County","ID",-112.841912312476,42.6936745130233,"idaho","power",42.7,-112.8,3.50035859225093
"555",16079,"Shoshone County","ID",-115.876256949631,47.3389590273287,"idaho","shoshone",47.3,-115.9,4.69235336854328
"556",16081,"Teton County","ID",-111.219807369959,43.7541283263071,"idaho","teton",43.8,-111.2,5.34883016247188
"557",16083,"Twin Falls County","ID",-114.688532353649,42.3660100982263,"idaho","twin falls",42.4,-114.7,3.8995690615359
"558",16085,"Valley County","ID",-115.561297898562,44.7603213759246,"idaho","valley",44.8,-115.6,5.37252820423655
"559",16087,"Washington County","ID",-116.774689674725,44.4512281684556,"idaho","washington",44.5,-116.8,5.78961867150644
"560",17001,"Adams County","IL",-91.1867527247793,39.9883684517343,"illinois","adams",40,-91.2,1.7190926706045
"561",17003,"Alexander County","IL",-89.3414084445977,37.2066415939774,"illinois","alexander",37.2,-89.3,3.74624225928671
"562",17005,"Bond County","IL",-89.4458136114285,38.8858767706313,"illinois","bond",38.9,-89.4,4.26996552170102
"563",17007,"Boone County","IL",-88.8209723247141,42.3298235282731,"illinois","boone",42.3,-88.8,3.7425040651273
"564",17009,"Brown County","IL",-90.7523208959451,39.9595412659568,"illinois","brown",40,-90.8,6.06772039328156
"565",17011,"Bureau County","IL",-89.5193781352271,41.4084909688473,"illinois","bureau",41.4,-89.5,1.87377907903517
"566",17013,"Calhoun County","IL",-90.6763830746176,39.1621432554811,"illinois","calhoun",39.2,-90.7,4.68160860071165
"567",17015,"Carroll County","IL",-89.9327135962978,42.0751169860565,"illinois","carroll",42.1,-89.9,3.87017933866375
"568",17017,"Cass County","IL",-90.2488919020414,39.9682049581874,"illinois","cass",40,-90.2,5.46898496424413
"569",17019,"Champaign County","IL",-88.2054223087829,40.1304186951347,"illinois","champaign",40.1,-88.2,3.41754052576858
"570",17021,"Christian County","IL",-89.2817918926454,39.545989046398,"illinois","christian",39.5,-89.3,5.35259818777215
"571",17023,"Clark County","IL",-87.7960964502388,39.3328950408126,"illinois","clark",39.3,-87.8,3.67724765095052
"572",17025,"Clay County","IL",-88.4955973454779,38.7486984100802,"illinois","clay",38.7,-88.5,5.43446505404836
"573",17027,"Clinton County","IL",-89.4268264375915,38.6009893280571,"illinois","clinton",38.6,-89.4,2.33697817811942
"574",17029,"Coles County","IL",-88.2268028520681,39.51937042573,"illinois","coles",39.5,-88.2,3.15338685756311
"575",17031,"Cook County","IL",-87.8211801765316,41.842959481552,"illinois","cook",41.8,-87.8,5.09522954023302
"576",17033,"Crawford County","IL",-87.7640022100396,39.0026980897654,"illinois","crawford",39,-87.8,3.12756231309065
"577",17035,"Cumberland County","IL",-88.2458836886489,39.2748327749018,"illinois","cumberland",39.3,-88.2,4.84445072406519
"578",17037,"DeKalb County","IL",-88.7641251446158,41.8983191223035,"illinois","de kalb",41.9,-88.8,2.97738449722445
"579",17039,"De Witt County","IL",-88.90048116816,40.1721452017022,"illinois","de witt",40.2,-88.9,3.10114376874008
"580",17041,"Douglas County","IL",-88.2231412398938,39.7645528518528,"illinois","douglas",39.8,-88.2,4.41416464213462
"581",17043,"DuPage County","IL",-88.0958260482485,41.8492869675037,"illinois","du page",41.8,-88.1,5.49763133422646
"582",17045,"Edgar County","IL",-87.7475108533789,39.6725599227331,"illinois","edgar",39.7,-87.7,5.08804311356577
"583",17047,"Edwards County","IL",-88.0541607242602,38.4074616931229,"illinois","edwards",38.4,-88.1,4.08467297514087
"584",17049,"Effingham County","IL",-88.5917681537066,39.0594808380274,"illinois","effingham",39.1,-88.6,4.56623428455315
"585",17051,"Fayette County","IL",-89.0352258516978,39.0004189039548,"illinois","fayette",39,-89,3.04778873649066
"586",17053,"Ford County","IL",-88.2211012933725,40.5874085444007,"illinois","ford",40.6,-88.2,2.26761272489475
"587",17055,"Franklin County","IL",-88.9280902671406,37.9896379871525,"illinois","franklin",38,-88.9,2.72137085341712
"588",17057,"Fulton County","IL",-90.2076440650142,40.4724173373954,"illinois","fulton",40.5,-90.2,3.13773990250681
"589",17059,"Gallatin County","IL",-88.2339683447712,37.764736089141,"illinois","gallatin",37.8,-88.2,4.93299226463121
"590",17061,"Greene County","IL",-90.3981887350999,39.3583998571641,"illinois","greene",39.4,-90.4,4.63368068467096
"591",17063,"Grundy County","IL",-88.4243295271628,41.286107452451,"illinois","grundy",41.3,-88.4,2.5562362990484
"592",17065,"Hamilton County","IL",-88.5448989868164,38.0783881806491,"illinois","hamilton",38.1,-88.5,4.61105369915883
"593",17067,"Hancock County","IL",-91.1608295388019,40.4076038423116,"illinois","hancock",40.4,-91.2,3.42760407398164
"594",17069,"Hardin County","IL",-88.2650748627786,37.527967492084,"illinois","hardin",37.5,-88.3,4.38136382912566
"595",17071,"Henderson County","IL",-90.9301886555699,40.8138123077726,"illinois","henderson",40.8,-90.9,2.97276735517974
"596",17073,"Henry County","IL",-90.1233998434255,41.3509876468052,"illinois","henry",41.4,-90.1,5.79558968593106
"597",17075,"Iroquois County","IL",-87.8262634317128,40.747265550946,"illinois","iroquois",40.7,-87.8,5.70940228925645
"598",17077,"Jackson County","IL",-89.3829685512741,37.7874459140245,"illinois","jackson",37.8,-89.4,2.04837175853684
"599",17079,"Jasper County","IL",-88.1606473855578,39.0130321156987,"illinois","jasper",39,-88.2,3.70134723476638
"600",17081,"Jefferson County","IL",-88.9263828326037,38.2940109875492,"illinois","jefferson",38.3,-88.9,2.39989524198156
"601",17083,"Jersey County","IL",-90.3627517287962,39.0855579835518,"illinois","jersey",39.1,-90.4,3.59685016576316
"602",17085,"Jo Daviess County","IL",-90.2080579453879,42.3690907160373,"illinois","jo daviess",42.4,-90.2,3.50399384051507
"603",17087,"Johnson County","IL",-88.8839687978292,37.4686584713611,"illinois","johnson",37.5,-88.9,3.76515694023584
"604",17089,"Kane County","IL",-88.4287590485046,41.9424401488737,"illinois","kane",41.9,-88.4,5.29104961486047
"605",17091,"Kankakee County","IL",-87.8637410845451,41.1388911185437,"illinois","kankakee",41.1,-87.9,5.29032590564817
"606",17093,"Kendall County","IL",-88.4320420105831,41.5942514252727,"illinois","kendall",41.6,-88.4,2.74358129858161
"607",17095,"Knox County","IL",-90.2162414757902,40.9287374507834,"illinois","knox",40.9,-90.2,3.47802785074673
"608",17097,"Lake County","IL",-88.0067494344511,42.3310322002632,"illinois","lake",42.3,-88,3.49896391068782
"609",17099,"LaSalle County","IL",-88.8870842507339,41.3444398803046,"illinois","la salle",41.3,-88.9,5.0634690711785
"610",17101,"Lawrence County","IL",-87.7338751867918,38.7195965741324,"illinois","lawrence",38.7,-87.7,3.66210277994053
"611",17103,"Lee County","IL",-89.2969743970155,41.7494977344916,"illinois","lee",41.7,-89.3,5.51566275277136
"612",17105,"Livingston County","IL",-88.5597564552205,40.8859316916843,"illinois","livingston",40.9,-88.6,3.73162128472679
"613",17107,"Logan County","IL",-89.3630588650574,40.1230821140385,"illinois","logan",40.1,-89.4,4.06092143601877
"614",17109,"McDonough County","IL",-90.6779135579987,40.4496998220814,"illinois","mcdonough",40.4,-90.7,5.84074776881964
"615",17111,"McHenry County","IL",-88.4528733211778,42.3304174268682,"illinois","mchenry",42.3,-88.5,5.14922724230021
"616",17113,"McLean County","IL",-88.8501427529536,40.4848538637841,"illinois","mclean",40.5,-88.9,4.54461538997652
"617",17115,"Macon County","IL",-88.9628473576935,39.858966316238,"illinois","macon",39.9,-89,5.56235641459178
"618",17117,"Macoupin County","IL",-89.9257920881275,39.2662237372283,"illinois","macoupin",39.3,-89.9,4.36781862835246
"619",17119,"Madison County","IL",-89.9057099028811,38.8311274100063,"illinois","madison",38.8,-89.9,3.50046053162504
"620",17121,"Marion County","IL",-88.9245933058521,38.6490411517704,"illinois","marion",38.6,-88.9,5.86362143631065
"621",17123,"Marshall County","IL",-89.341650874431,41.0330032527906,"illinois","marshall",41,-89.3,5.07379399138715
"622",17125,"Mason County","IL",-89.9161964482047,40.2370173608207,"illinois","mason",40.2,-89.9,4.34473641979696
"623",17127,"Massac County","IL",-88.7155903332861,37.2315219096481,"illinois","massac",37.2,-88.7,3.77090211148235
"624",17129,"Menard County","IL",-89.798534567956,40.0271096042789,"illinois","menard",40,-89.8,3.02036969963005
"625",17131,"Mercer County","IL",-90.7352262438292,41.2027113916917,"illinois","mercer",41.2,-90.7,2.96480700546692
"626",17133,"Monroe County","IL",-90.1881242559626,38.2750592129638,"illinois","monroe",38.3,-90.2,2.96426080892879
"627",17135,"Montgomery County","IL",-89.4802481482933,39.231011999468,"illinois","montgomery",39.2,-89.5,3.84960277940734
"628",17137,"Morgan County","IL",-90.1999638178023,39.7116894616883,"illinois","morgan",39.7,-90.2,1.30118659211528
"629",17139,"Moultrie County","IL",-88.6240490045098,39.6383600378869,"illinois","moultrie",39.6,-88.6,4.74201290135406
"630",17141,"Ogle County","IL",-89.3211892302828,42.0460820953648,"illinois","ogle",42,-89.3,5.42118260201029
"631",17143,"Peoria County","IL",-89.7623937043214,40.7860525272082,"illinois","peoria",40.8,-89.8,3.52826476735436
"632",17145,"Perry County","IL",-89.3677494935962,38.08625620123,"illinois","perry",38.1,-89.4,3.21253415017671
"633",17147,"Piatt County","IL",-88.5955648432976,40.008338941052,"illinois","piatt",40,-88.6,1.0025647886405
"634",17149,"Pike County","IL",-90.8928103956254,39.6187139240473,"illinois","pike",39.6,-90.9,2.17257268007328
"635",17151,"Pope County","IL",-88.5615509389009,37.4252243911794,"illinois","pope",37.4,-88.6,4.40963073050596
"636",17153,"Pulaski County","IL",-89.132044554726,37.2333049150258,"illinois","pulaski",37.2,-89.1,4.6702849375916
"637",17155,"Putnam County","IL",-89.2899045502393,41.2051535002759,"illinois","putnam",41.2,-89.3,1.02090007348794
"638",17157,"Randolph County","IL",-89.8238522124539,38.0504158199885,"illinois","randolph",38.1,-89.8,5.90240855238702
"639",17159,"Richland County","IL",-88.0920390454969,38.7122105392026,"illinois","richland",38.7,-88.1,1.5252486855935
"640",17161,"Rock Island County","IL",-90.5652772944068,41.4701368470775,"illinois","rock island",41.5,-90.6,4.40895118534713
"641",17163,"St. Clair County","IL",-89.9316315253049,38.4649311729404,"illinois","st clair",38.5,-89.9,4.77918831521632
"642",17165,"Saline County","IL",-88.544711756111,37.7548966383865,"illinois","saline",37.8,-88.5,6.37848048487183
"643",17167,"Sangamon County","IL",-89.6578020712197,39.7587979862081,"illinois","sangamon",39.8,-89.7,5.8374691049606
"644",17169,"Schuyler County","IL",-90.6118748512987,40.1554259964023,"illinois","schuyler",40.2,-90.6,5.06368311479016
"645",17171,"Scott County","IL",-90.4828043290599,39.643637133693,"illinois","scott",39.6,-90.5,5.07667044397082
"646",17173,"Shelby County","IL",-88.8103286656765,39.3893140342144,"illinois","shelby",39.4,-88.8,1.48553837967785
"647",17175,"Stark County","IL",-89.7968083336788,41.093283674814,"illinois","stark",41.1,-89.8,0.793650740671284
"648",17177,"Stephenson County","IL",-89.6555976693143,42.3542014688127,"illinois","stephenson",42.4,-89.7,6.27169399476616
"649",17179,"Tazewell County","IL",-89.5130968202909,40.5082077171247,"illinois","tazewell",40.5,-89.5,1.43655713113824
"650",17181,"Union County","IL",-89.2580276082873,37.4767046425748,"illinois","union",37.5,-89.3,4.52345442109959
"651",17183,"Vermilion County","IL",-87.7347007908011,40.1734049754877,"illinois","vermilion",40.2,-87.7,4.17944481917769
"652",17185,"Wabash County","IL",-87.844637276631,38.4488956843219,"illinois","wabash",38.4,-87.8,6.69234396946295
"653",17187,"Warren County","IL",-90.6207321791529,40.8439675969479,"illinois","warren",40.8,-90.6,5.19662363674163
"654",17189,"Washington County","IL",-89.4122532247255,38.3503806190842,"illinois","washington",38.4,-89.4,5.62642982722175
"655",17191,"Wayne County","IL",-88.431856462303,38.4222269124628,"illinois","wayne",38.4,-88.4,3.72097138587028
"656",17193,"White County","IL",-88.1864738670176,38.0856947531961,"illinois","white",38.1,-88.2,1.98549156972584
"657",17195,"Whiteside County","IL",-89.916390113989,41.761045468371,"illinois","whiteside",41.8,-89.9,4.54490133458366
"658",17197,"Will County","IL",-87.9839131938897,41.4430136492395,"illinois","will",41.4,-88,4.97282521213373
"659",17199,"Williamson County","IL",-88.9303547590096,37.7339042336427,"illinois","williamson",37.7,-88.9,4.62511895440177
"660",17201,"Winnebago County","IL",-89.1591027861629,42.3395276261269,"illinois","winnebago",42.3,-89.2,5.54082401995143
"661",17203,"Woodford County","IL",-89.2085214850243,40.7866072200192,"illinois","woodford",40.8,-89.2,1.65431091193311
"662",18001,"Adams County","IN",-84.9513324226576,40.7438672191787,"indiana","adams",40.7,-85,6.38000098133339
"663",18003,"Allen County","IN",-85.076317654565,41.0967771160783,"indiana","allen",41.1,-85.1,2.01928153244059
"664",18005,"Bartholomew County","IN",-85.8954246323886,39.2051989937184,"indiana","bartholomew",39.2,-85.9,0.700152982101809
"665",18007,"Benton County","IN",-87.3087757230511,40.6023667058098,"indiana","benton",40.6,-87.3,0.788155963904768
"666",18009,"Blackford County","IN",-85.3377760795409,40.4705021311969,"indiana","blackford",40.5,-85.3,4.58462696112315
"667",18011,"Boone County","IN",-86.4611346862078,40.04740620445,"indiana","boone",40,-86.5,6.23104601815748
"668",18013,"Brown County","IN",-86.2167143112894,39.195356462708,"indiana","brown",39.2,-86.2,1.53082359189327
"669",18015,"Carroll County","IN",-86.5530921438563,40.5790062080841,"indiana","carroll",40.6,-86.6,4.60314940464826
"670",18017,"Cass County","IN",-86.3489537682738,40.760944514375,"indiana","cass",40.8,-86.3,5.99478157974291
"671",18019,"Clark County","IN",-85.7127834628813,38.4820477935838,"indiana","clark",38.5,-85.7,2.28734985808217
"672",18021,"Clay County","IN",-87.1175448485965,39.3923166032464,"indiana","clay",39.4,-87.1,1.73442779827444
"673",18023,"Clinton County","IN",-86.468616860021,40.297220650188,"indiana","clinton",40.3,-86.5,2.68237206203439
"674",18025,"Crawford County","IN",-86.4541105638974,38.2987849763576,"indiana","crawford",38.3,-86.5,4.01125439619244
"675",18027,"Daviess County","IN",-87.0706447307602,38.7053647297882,"indiana","daviess",38.7,-87.1,2.61969419139722
"676",18029,"Dearborn County","IN",-84.9835224167691,39.1466240557694,"indiana","dearborn",39.1,-85,5.38187258566127
"677",18031,"Decatur County","IN",-85.5064216666068,39.3042233571018,"indiana","decatur",39.3,-85.5,0.726022259289629
"678",18033,"DeKalb County","IN",-85.0041710326174,41.4097206264326,"indiana","de kalb",41.4,-85,1.13659571972899
"679",18035,"Delaware County","IN",-85.4102341277222,40.2259304348231,"indiana","delaware",40.2,-85.4,3.01488763914476
"680",18037,"Dubois County","IN",-86.8822505957553,38.3628901711726,"indiana","dubois",38.4,-86.9,4.41183380896728
"681",18039,"Elkhart County","IN",-85.8617102662317,41.6000599348255,"indiana","elkhart",41.6,-85.9,3.18690763578646
"682",18041,"Fayette County","IN",-85.1827663450751,39.633525061964,"indiana","fayette",39.6,-85.2,4.01448695942939
"683",18043,"Floyd County","IN",-85.9037849520563,38.3203890477494,"indiana","floyd",38.3,-85.9,2.29381177178512
"684",18045,"Fountain County","IN",-87.2388398116465,40.1256242668255,"indiana","fountain",40.1,-87.2,4.36628321806783
"685",18047,"Franklin County","IN",-85.0623411690642,39.4141769961838,"indiana","franklin",39.4,-85.1,3.60350391258737
"686",18049,"Fulton County","IN",-86.2667708657986,41.0488385428512,"indiana","fulton",41,-86.3,6.11061763597789
"687",18051,"Gibson County","IN",-87.5840401101865,38.3156067155849,"indiana","gibson",38.3,-87.6,2.22793064654091
"688",18053,"Grant County","IN",-85.6608882352592,40.5142542774589,"indiana","grant",40.5,-85.7,3.67196561798152
"689",18055,"Greene County","IN",-86.9557587328926,39.0389608138709,"indiana","greene",39,-87,5.78369886918452
"690",18057,"Hamilton County","IN",-86.0535997430033,40.0658797905218,"indiana","hamilton",40.1,-86.1,5.48158785200615
"691",18059,"Hancock County","IN",-85.7773736606507,39.8115204219394,"indiana","hancock",39.8,-85.8,2.3205382234691
"692",18061,"Harrison County","IN",-86.1128632754575,38.2021533988106,"indiana","harrison",38.2,-86.1,1.1499877717089
"693",18063,"Hendricks County","IN",-86.4987016169928,39.7675718404925,"indiana","hendricks",39.8,-86.5,3.61150963517426
